CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
981,49,F,1,Uneducated,Married,$60K - $80K,Blue,39,4,1,0,12535.801561091625,0,12535.801561091625,0.7786176050465765,4932,60,1.7164735351736735,0.4557259970661544
982,38,M,0,Unknown,Single,$80K - $120K,Blue,40,4,2,2,8455.8437298295,822,7633.843729829499,2.2690901637842007,3557,49,0.2645227885004178,0.18322551253134012
983,41,M,2,Graduate,Married,$80K - $120K,Blue,20,2,5,0,6068.755766922157,416,5652.755766922157,0.4816810976172773,3789,49,1.0389594805783582,0.0
984,40,F,5,Uneducated,Divorced,$120K +,Blue,37,2,3,0,1438.3,1007,431.29999999999995,1.1012669303470108,622,10,1.3586623504923527,0.19405630773868746
985,56,F,0,High School,Married,Less than $40K,Blue,40,3,1,5,2353.061715206115,2517,3.0,0.5127838632063006,2992,54,0.0,0.5239037612468637
986,51,F,4,Uneducated,Married,Less than $40K,Blue,34,5,0,2,9789.038732840701,352,9437.038732840701,1.268978426153549,4856,79,0.0,0.4633222220807554
987,39,F,5,Graduate,Married,$40K - $60K,Silver,20,6,4,0,1438.3,1918,3.0,0.0,5447,62,2.040578777349729,0.0
988,53,F,4,High School,Divorced,Less than $40K,Blue,38,3,0,6,5831.321210700544,1184,4647.321210700544,0.11174036700996837,3442,47,0.041508380615458695,0.0834079550762869
989,37,F,1,High School,Married,Less than $40K,Blue,24,4,4,4,11321.99311487685,246,11075.99311487685,0.0,1523,42,1.6748997454486387,0.1604184931032059
990,41,M,5,Unknown,Single,Unknown,Blue,38,4,4,2,1438.3,365,1073.3,1.0045514358709382,6004,88,1.0257024081828887,0.0
991,40,M,2,Graduate,Married,$60K - $80K,Blue,50,4,5,3,1438.3,173,1265.3,1.611608558739952,4701,67,0.0,0.0
992,50,M,3,Unknown,Single,$40K - $60K,Blue,29,4,0,3,16030.755560574711,980,15050.755560574711,0.0,3486,53,0.085886379478746,0.29430860480179916
993,48,F,1,High School,Single,$40K - $60K,Blue,28,5,3,4,6101.824537559112,695,5406.824537559112,0.23574017976946138,3926,62,0.14798996998081343,0.0
994,63,M,3,Unknown,Married,Less than $40K,Blue,31,1,1,5,13467.547622057955,669,12798.547622057955,2.0855315714173677,2384,43,0.42262814365342305,0.3710025624305954
995,55,F,1,Graduate,Single,$60K - $80K,Blue,47,2,3,4,7531.636950326216,353,7178.636950326216,2.0387436631961977,4252,80,0.0,0.0
996,55,M,1,Unknown,Divorced,Less than $40K,Blue,27,1,2,2,8552.827713192779,0,8552.827713192779,1.8261957275524543,1754,29,0.6629402587739549,0.019413965371212677
997,62,F,0,Doctorate,Divorced,Unknown,Blue,43,6,6,1,11411.750534959809,0,11411.750534959809,1.8417252039228873,4780,66,0.0,0.519722996991933
998,33,M,2,College,Single,Unknown,Blue,21,3,1,2,1438.3,756,682.3,1.0619731768286977,2612,64,0.19463220762850098,0.0
999,45,F,2,High School,Single,Less than $40K,Blue,41,2,1,2,34516.0,413,34103.0,0.0,3522,78,0.18052332501423474,0.0
1000,49,F,4,Graduate,Married,$40K - $60K,Blue,45,5,2,5,16335.477836468133,1701,14634.477836468133,1.7261186494153666,3743,43,0.0,0.4248987017841672
1001,53,M,3,Uneducated,Single,$80K - $120K,Blue,49,1,6,0,1438.3,0,1438.3,0.0,7016,82,0.03983018495364532,0.5722725906829008
1002,32,F,2,High School,Single,Unknown,Blue,48,2,2,3,1438.3,2517,3.0,0.0,7421,80,1.4148091550618709,0.16548208467525435
1003,58,F,2,Graduate,Single,$40K - $60K,Blue,16,4,0,5,23544.836891800827,1872,21672.836891800827,1.7615310036394394,2389,41,0.0,0.16381372028758837
1004,53,F,2,Doctorate,Married,Less than $40K,Platinum,52,1,1,2,1438.3,1667,3.0,1.2510560486754068,754,10,0.0,0.8166460803458615
1005,32,M,0,Uneducated,Single,Less than $40K,Blue,40,4,3,4,21850.523400757673,1408,20442.523400757673,1.6918677960854493,5814,71,3.203332407351408,0.0
1006,49,F,5,Unknown,Married,Less than $40K,Blue,38,3,2,2,8348.563000607695,184,8164.563000607695,0.0,1416,23,0.0,0.0
1007,40,F,4,College,Unknown,$40K - $60K,Blue,35,3,3,4,1438.3,648,790.3,0.0,3932,65,0.0,0.5348053257075431
1008,47,F,3,Graduate,Single,$120K +,Blue,42,5,6,6,1655.1582024470927,1194,461.15820244709266,0.0,4004,56,2.7375743486191815,0.5555097873971419
1009,54,M,2,Unknown,Married,$60K - $80K,Blue,29,3,0,5,18345.276125768934,531,17814.276125768934,0.8505017332897222,2682,50,0.3311464294347588,0.5729175056997343
1010,55,M,0,Unknown,Married,$120K +,Blue,33,2,1,6,5230.265616783729,632,4598.265616783729,0.5793867479481298,5242,58,2.0274873934873625,0.5786558780453546
1011,50,M,4,Graduate,Married,Less than $40K,Blue,38,3,4,2,7082.478884397162,2008,5074.478884397162,0.0,5193,88,0.8507885129663838,0.0
1012,42,F,0,Uneducated,Unknown,$40K - $60K,Blue,35,2,0,5,1438.3,1937,3.0,0.0,3425,51,0.9635311703084097,0.999
1013,53,M,2,Graduate,Divorced,Less than $40K,Blue,35,6,3,5,7207.833707359316,1992,5215.833707359316,1.0191742016659884,4921,63,0.0,0.16501830523394595
1014,56,M,4,Doctorate,Single,Less than $40K,Blue,31,4,1,1,18495.21746310145,961,17534.21746310145,1.059646594940464,2299,43,0.2887676835276889,0.009091297089054817
1015,49,F,2,Graduate,Married,$80K - $120K,Blue,42,2,0,4,1438.3,727,711.3,0.2976899163452564,5489,76,0.8172661784160791,0.0
1016,51,M,2,Unknown,Single,$80K - $120K,Blue,35,3,0,1,17884.430757528185,1421,16463.430757528185,0.35022409795449977,5512,76,2.796878628484577,0.0
1017,49,M,2,College,Married,$60K - $80K,Blue,49,3,1,5,10941.500776617664,179,10762.500776617664,1.0352115577363372,4865,84,2.3875517238310637,0.5938541278954614
1018,44,M,3,High School,Married,Less than $40K,Blue,50,4,3,2,13308.44857111861,2370,10938.44857111861,0.17237867078616653,5364,69,1.8544724914447523,0.28286608255692886
1019,39,M,0,Uneducated,Married,$120K +,Blue,26,1,3,5,1438.3,0,1438.3,1.489110872371488,7981,124,0.41724825143191935,0.17228267909109357
1020,51,M,3,Uneducated,Single,$40K - $60K,Silver,33,4,5,0,7773.0553106255775,1567,6206.0553106255775,0.16476424650344323,1657,21,0.2116206159389144,0.0
1021,42,M,2,Graduate,Single,$60K - $80K,Blue,41,6,3,3,1438.3,0,1438.3,0.0,3142,48,1.5164110552998684,0.05931585352597471
1022,42,F,2,Graduate,Married,Less than $40K,Blue,31,3,0,6,13522.76629762938,1609,11913.76629762938,1.1591882837416894,4921,67,0.9659420242077991,0.0
1023,42,M,0,Uneducated,Married,Less than $40K,Blue,36,4,3,3,15038.316477430779,0,15038.316477430779,0.0,4983,69,0.060343016503657254,0.0
1024,34,F,1,High School,Single,Less than $40K,Blue,33,6,2,2,12881.037083235487,443,12438.037083235487,0.0,5143,90,0.0,0.0
1025,59,M,2,Doctorate,Married,Unknown,Blue,27,3,4,1,17789.82108740321,559,17230.82108740321,0.0,1398,26,1.149122789171375,0.0
1026,58,M,1,Graduate,Single,Less than $40K,Silver,22,2,3,4,6088.577491545331,274,5814.577491545331,0.0,8122,120,0.0,0.0
1027,50,F,5,Graduate,Unknown,$120K +,Blue,35,3,4,2,23418.307368500304,1901,21517.307368500304,2.3699493249267007,4112,83,1.0012118584911724,0.36564732387901194
1028,43,F,4,High School,Married,$80K - $120K,Blue,38,6,0,1,18978.98172116118,682,18296.98172116118,1.030706355689372,6656,101,0.7667414829661381,0.28308785186594854
1029,58,M,3,Unknown,Single,$80K - $120K,Silver,42,3,1,2,1438.3,0,1438.3,0.0,5499,75,1.4326270499826435,0.0
1030,41,M,3,College,Single,$120K +,Blue,27,3,0,0,1438.3,1189,249.29999999999995,0.05582626717700068,3840,47,2.4335666520998207,0.0
1031,51,M,2,Post-Graduate,Married,Less than $40K,Blue,31,1,5,1,2287.6690080216886,1821,466.66900802168857,0.0,5661,71,0.0,0.08118967275417391
1032,56,M,2,High School,Unknown,$60K - $80K,Blue,44,1,0,0,1438.3,1517,3.0,0.3075226649600631,5428,86,1.3183898030577292,0.4289256757803191
1033,55,M,5,Graduate,Single,$120K +,Blue,56,4,2,2,16627.545760871384,265,16362.545760871384,0.7860776141823311,3370,55,0.0,0.20815556896266837
1034,55,M,2,Doctorate,Married,Less than $40K,Blue,39,5,4,6,11325.04752671054,1266,10059.04752671054,0.0,1825,43,1.6075976449843776,0.0
1035,41,F,2,Uneducated,Single,Less than $40K,Blue,25,4,6,1,3289.0326427068994,2517,772.0326427068994,0.8191966457086601,5305,69,0.8077401269619804,0.0
1036,45,F,4,High School,Married,$40K - $60K,Blue,47,3,4,1,9203.36461174449,399,8804.36461174449,0.5041260777941668,1026,23,1.6649299124975947,0.3126699024965177
1037,41,M,2,College,Married,Unknown,Blue,40,4,6,0,11045.819315835004,564,10481.819315835004,0.0,4503,61,0.27627739684929126,0.19918690409033274
1038,53,M,2,High School,Single,Less than $40K,Blue,33,5,4,2,12033.265561704735,0,12033.265561704735,0.02722858082113666,4118,48,3.225188928784961,0.3718716356187465
1039,33,M,3,Post-Graduate,Married,Less than $40K,Blue,30,1,4,3,1438.3,2517,3.0,1.1860731717688233,3580,61,0.0,0.3687553157794563
1040,48,M,2,Uneducated,Married,$60K - $80K,Blue,42,4,2,5,7295.925364194938,1599,5696.925364194938,0.5320990718281036,3009,50,0.0,0.0
1041,41,M,3,Graduate,Married,$40K - $60K,Silver,38,4,4,3,7282.823441081489,1209,6073.823441081489,1.9367698357235696,2448,47,0.17767168098209957,0.42183627122042494
1042,50,F,0,College,Single,$60K - $80K,Blue,50,3,1,3,17009.479180251008,0,17009.479180251008,0.0,5539,79,0.0,0.16382265389963466
1043,46,M,5,Graduate,Single,Unknown,Blue,34,3,2,0,11514.377197654869,187,11327.377197654869,1.8107878236076533,7769,92,0.0,0.09119215038856211
1044,40,F,3,Uneducated,Single,$80K - $120K,Gold,25,3,2,4,17556.7630381274,438,17118.7630381274,0.8607042692269402,7757,131,1.7186397230093702,0.1029700975696228
1045,41,F,0,High School,Married,Less than $40K,Blue,33,3,0,6,28238.504472547764,0,28238.504472547764,1.7229022600115529,6140,89,0.0,0.11512389757658992
1046,53,F,2,College,Unknown,$40K - $60K,Blue,36,5,6,4,3273.3566786855836,0,3273.3566786855836,1.651696839975847,3801,59,0.0,0.0
1047,41,M,3,Unknown,Single,Less than $40K,Blue,44,5,3,4,15279.554493469932,20,15259.554493469932,1.2442561095902658,5508,61,1.6028615288222272,0.6479951682842393
1048,44,F,2,College,Single,$40K - $60K,Blue,26,3,5,1,23561.495231089037,437,23124.495231089037,1.0724336920189441,510,10,0.0,0.0
1049,55,F,3,Graduate,Single,$60K - $80K,Blue,38,3,5,0,29455.930887082035,164,29291.930887082035,0.0,8857,107,0.603466382500617,0.18213835963981853
1050,46,F,0,Post-Graduate,Divorced,$40K - $60K,Blue,41,5,1,3,22823.012197397817,940,21883.012197397817,1.0374151795041655,3146,50,0.0,0.05454436258547139
1051,42,F,3,Unknown,Single,Less than $40K,Blue,29,5,4,6,20714.28589089129,2428,18286.28589089129,2.0888787861039706,5590,101,1.0538846518133536,0.33285132121315897
1052,56,M,1,College,Single,$120K +,Blue,20,3,1,2,15889.703952422398,803,15086.703952422398,1.6059055922601682,684,10,1.365932419530071,0.40956510554370673
1053,48,F,3,Unknown,Married,Unknown,Blue,39,5,1,2,20120.30339870146,103,20017.30339870146,0.42798990752932037,6509,89,0.0,0.8983026654695411
1054,46,F,1,Doctorate,Single,$60K - $80K,Blue,35,3,4,5,1438.3,946,492.29999999999995,0.0,2025,81,0.0,0.0
1055,48,M,4,Unknown,Married,Less than $40K,Blue,39,4,5,4,1824.9881699479183,1640,184.98816994791832,0.0,5548,95,0.0,0.0
1056,65,F,2,Graduate,Married,Less than $40K,Blue,28,2,3,1,9909.718680466513,1896,8013.7186804665125,2.1603407581179686,6721,94,0.26711464244680533,0.49001695279001634
1057,50,M,5,High School,Unknown,Unknown,Blue,36,6,2,0,22866.642523083898,0,22866.642523083898,0.803100110522359,2492,31,0.0,0.0
1058,42,F,0,Unknown,Divorced,$40K - $60K,Blue,39,4,2,1,3066.407048882219,1518,1548.407048882219,0.5909666528015967,4590,63,0.0,0.024182824053993024
1059,47,M,3,Doctorate,Single,$120K +,Blue,40,5,4,3,16851.830718099856,198,16653.830718099856,0.5565094258736426,7093,112,1.8374703172071494,0.19998743088521934
1060,68,M,0,High School,Married,Unknown,Blue,55,5,1,2,23436.346958895116,2394,21042.346958895116,0.37801370725685646,2517,50,1.5273242170109347,0.0
1061,33,F,4,Uneducated,Single,$60K - $80K,Blue,30,4,2,3,13160.599332359594,0,13160.599332359594,2.1397153685563,1923,35,0.20753988447750954,0.0
1062,51,F,2,Uneducated,Married,$40K - $60K,Silver,20,4,4,5,6766.006419449103,0,6766.006419449103,0.0,4503,66,0.0,0.0
1063,57,M,1,College,Married,Less than $40K,Gold,48,4,0,0,7404.112541063145,760,6644.112541063145,0.0,5326,73,0.0,0.3759426322217101
1064,55,M,2,Graduate,Single,$120K +,Blue,53,1,1,3,2587.2756170291523,0,2587.2756170291523,1.1283120908795663,2735,55,0.9893857177730407,0.20164726668470317
1065,49,M,2,Graduate,Married,$80K - $120K,Blue,45,2,4,0,9296.55161953892,2517,6779.551619538919,0.0,4393,75,0.12150406647070472,0.344740735305644
1066,43,M,1,Graduate,Single,$80K - $120K,Silver,43,4,4,5,16430.483747144342,294,16136.483747144342,0.0,7733,90,0.06880990878556836,0.40493127583293187
1067,43,M,4,Doctorate,Single,$40K - $60K,Blue,25,1,4,3,9832.63437296841,309,9523.63437296841,1.2048386207210653,6856,97,0.17496997139597814,0.6287378418046641
1068,44,M,4,College,Divorced,$80K - $120K,Silver,16,3,3,2,7281.468176951531,956,6325.468176951531,0.0,4002,80,0.0,0.1718944989383039
1069,51,M,3,High School,Single,$40K - $60K,Blue,52,3,3,1,1438.3,0,1438.3,3.2967608435991895,3604,75,1.213170702621499,0.5926372982990371
1070,57,F,2,High School,Single,Unknown,Blue,26,4,3,5,1438.3,747,691.3,0.0,7072,90,1.1802357296802066,0.4252348837230669
1071,50,M,4,Doctorate,Single,$40K - $60K,Blue,41,5,3,3,7519.126817553242,861,6658.126817553242,0.0,735,10,0.02848103628121401,0.0
1072,50,M,3,Graduate,Married,Less than $40K,Blue,45,4,6,4,12823.969722590318,594,12229.969722590318,0.33798895700107895,2725,41,1.074634527484133,0.19877623756622279
1073,36,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,6,1438.3,0,1438.3,0.16344493810552935,2353,35,0.4668281572191783,0.022389982646376157
1074,45,M,3,Graduate,Married,$120K +,Blue,34,4,2,5,10690.270293966369,2092,8598.270293966369,0.0,9184,98,1.3196299393957656,0.0
1075,43,M,3,High School,Married,Unknown,Blue,39,2,3,2,9119.510907607617,968,8151.510907607617,0.5486759438378139,2957,50,0.5783625392379241,0.4394539128881433
1076,45,F,0,Unknown,Divorced,$120K +,Blue,29,2,1,5,1438.3,792,646.3,1.162538063062156,4119,64,0.0,0.0
1077,35,F,0,Graduate,Married,$40K - $60K,Blue,22,4,0,6,1445.9637686271435,250,1195.9637686271435,0.0,1300,32,0.0,0.6157723191772025
1078,48,F,2,Graduate,Single,Less than $40K,Blue,36,5,5,3,1438.3,1730,3.0,0.2043778863621018,517,10,2.3888472397600795,0.22885611943782863
1079,39,M,0,Uneducated,Married,$120K +,Blue,39,3,3,3,7793.035967859481,886,6907.035967859481,1.149552224566294,1840,47,0.0,0.0
1080,34,M,5,Unknown,Married,$80K - $120K,Blue,38,3,4,1,1438.3,0,1438.3,0.7905592490646716,3951,50,0.0,0.5038014191101399
1081,44,M,5,Unknown,Single,$80K - $120K,Blue,39,5,0,0,27557.103892685445,581,26976.103892685445,1.1803086961450395,2159,47,0.3576481188430168,0.8288792904997896
1082,26,F,3,Uneducated,Single,Less than $40K,Blue,33,3,5,4,1438.3,1913,3.0,1.1044981119043054,4490,80,1.2251024855324157,0.19808774666726445
1083,48,M,5,College,Married,$60K - $80K,Blue,34,2,1,5,13878.603704830839,833,13045.603704830839,2.1463034826889715,7121,102,0.4349929306410627,0.7445237619695102
1084,42,F,2,Graduate,Single,$40K - $60K,Blue,44,3,5,6,17454.015923505714,880,16574.015923505714,0.0,4590,76,0.0,0.8995596913831794
1085,56,F,1,Graduate,Single,$40K - $60K,Blue,43,4,3,6,2398.8193658975124,441,1957.8193658975124,1.4851462976730954,588,10,1.7696247884476053,0.36416027627003555
1086,44,F,4,College,Single,$40K - $60K,Blue,36,3,5,4,7296.695423019213,1929,5367.695423019213,0.0,6455,101,1.9014155555419254,0.0
1087,59,F,0,Graduate,Single,$60K - $80K,Blue,29,2,0,6,1438.3,1251,187.29999999999995,0.7313085240088402,2513,80,0.07358907312440355,0.19014290962826497
1088,51,M,3,Graduate,Married,Unknown,Blue,13,4,4,2,21553.813566785742,0,21553.813566785742,0.3043252267357998,6047,78,0.11993682357048457,0.0
1089,55,M,1,Post-Graduate,Married,Unknown,Blue,44,5,0,4,17735.585416370384,774,16961.585416370384,0.8652638876505766,7898,99,0.6470080263764639,0.05257671006383732
1090,55,M,2,Uneducated,Married,$40K - $60K,Blue,46,4,6,6,1438.3,932,506.29999999999995,2.318698533326332,5659,75,0.3519416109403229,0.4401510092201399
1091,50,M,2,College,Married,Unknown,Blue,28,3,3,1,2330.9320845942857,159,2171.9320845942857,0.0,3717,117,2.067469337257563,0.4332499007908452
1092,50,M,1,High School,Single,Less than $40K,Blue,17,5,3,3,4191.463158318805,1302,2889.4631583188047,0.35296623466967725,3986,57,2.109026524880092,0.3365800097888847
1093,33,M,5,High School,Married,Less than $40K,Blue,40,1,3,0,19358.677269323754,1327,18031.677269323754,0.0,3841,67,0.8251234138795316,0.9534636296192833
1094,47,F,5,Unknown,Single,$60K - $80K,Blue,35,2,2,5,16620.8820913038,0,16620.8820913038,0.0,1042,18,0.5840591987924444,0.18829730915378506
1095,61,M,5,High School,Married,$80K - $120K,Blue,34,4,3,2,17220.712210219346,1022,16198.712210219346,0.18922159340746159,2853,45,1.3987233910814223,0.0
1096,45,F,5,Graduate,Married,$40K - $60K,Blue,19,5,5,0,16440.517669096123,286,16154.517669096123,0.0,1361,23,1.0277763828941446,0.6559398621127874
1097,48,M,5,Graduate,Married,Less than $40K,Blue,14,5,3,6,21668.39159930667,999,20669.39159930667,0.0,5023,64,3.34984076027257,0.43166107614751387
1098,45,F,1,Doctorate,Single,Less than $40K,Blue,56,4,0,2,11554.66251333823,270,11284.66251333823,1.3878311453628114,959,13,1.740269007470732,0.0
1099,51,F,0,College,Single,$80K - $120K,Blue,41,4,4,1,15910.531525833061,400,15510.531525833061,0.35616352322029265,3933,52,1.9228126718926104,0.0
1100,55,F,0,Graduate,Married,$40K - $60K,Blue,34,3,4,2,13902.394836510697,119,13783.394836510697,0.0,4064,63,2.0551189419953535,0.23496419758992987
1101,45,M,2,College,Single,$60K - $80K,Blue,25,5,1,5,1438.3,294,1144.3,1.273359730983147,4446,60,0.2991378530689501,0.0
1102,43,M,3,Graduate,Divorced,Less than $40K,Blue,46,5,5,0,17085.01068157354,417,16668.01068157354,2.3073566732109136,2774,47,0.5667709901118311,0.5143923564196116
1103,49,F,4,High School,Divorced,Less than $40K,Blue,33,2,4,6,18613.12495914981,1191,17422.12495914981,0.29874565804285164,4560,84,0.0,0.3307381722927216
1104,47,M,2,College,Divorced,Less than $40K,Blue,31,3,0,3,15460.40902864323,354,15106.40902864323,2.678199762749888,3934,42,0.5790732357176447,0.0
1105,60,F,2,High School,Married,$60K - $80K,Blue,35,4,6,3,27971.992784991802,211,27760.992784991802,0.0,1207,15,0.40469616167497735,0.4682573940861978
1106,52,M,3,Graduate,Married,Less than $40K,Blue,42,4,2,2,11012.57381149281,2517,8495.57381149281,2.136618961071405,2351,56,0.05162807784916257,0.0
1107,35,F,2,College,Single,$40K - $60K,Silver,48,4,0,2,1438.3,1413,25.299999999999955,1.9394411417727957,2004,23,0.0,0.0
1108,39,F,0,High School,Married,$120K +,Blue,43,4,1,2,23049.555487021014,472,22577.555487021014,0.0,2014,57,0.16228768198259708,0.4123588353776039
1109,52,F,3,Graduate,Married,$80K - $120K,Blue,24,3,3,5,16705.44619961577,1531,15174.44619961577,0.7472535954163756,1452,36,0.0,0.0
1110,43,M,4,Graduate,Married,$40K - $60K,Blue,56,1,3,3,20166.90136625977,0,20166.90136625977,0.3848410183799693,6320,93,1.4295899535429495,0.0
1111,46,F,2,Graduate,Married,Less than $40K,Blue,52,3,1,3,20811.869567817266,93,20718.869567817266,0.0,3071,78,2.5698364352222463,0.0
1112,42,M,1,Graduate,Divorced,Less than $40K,Blue,28,2,5,2,5699.923819272695,1504,4195.923819272695,0.7566950343770231,3185,61,2.069804514948347,0.0
1113,58,F,2,College,Married,$40K - $60K,Blue,35,4,2,6,1438.3,1331,107.29999999999995,0.64993442319358,10512,130,0.6616098098619314,0.5281880816233006
1114,34,F,0,Graduate,Single,$80K - $120K,Blue,32,3,4,2,3505.2898385846947,82,3423.2898385846947,0.2434185296235727,2887,66,0.15363544253953398,0.3172755894602664
1115,56,F,0,Unknown,Unknown,$60K - $80K,Blue,38,2,3,3,2354.726404969815,528,1826.7264049698151,2.072523247274092,3278,46,2.628309217203049,0.5382319327216041
1116,45,F,3,High School,Married,Less than $40K,Blue,56,3,3,5,12740.999396799783,186,12554.999396799783,0.022389187437652835,627,10,0.0,0.13499911954020716
1117,53,F,4,High School,Single,$80K - $120K,Blue,23,4,0,2,1438.3,1768,3.0,0.12949798761046127,3945,81,0.0,0.4063922409687601
1118,45,M,2,Uneducated,Married,Less than $40K,Blue,24,4,2,4,11583.412440856826,132,11451.412440856826,0.5174796497468821,9065,102,2.7368177207392366,0.11241939456037647
1119,42,F,1,Graduate,Married,$80K - $120K,Blue,31,1,0,4,1438.3,1508,3.0,0.8041316232537399,6918,61,1.091394873518114,0.06267770985347546
1120,48,F,3,High School,Married,Less than $40K,Blue,51,1,4,2,14944.80704883892,0,14944.80704883892,0.0,5223,82,0.0,0.999
1121,44,M,0,Graduate,Single,$120K +,Blue,41,1,4,5,1438.3,0,1438.3,1.6139038443193021,5925,65,0.32533900860034803,0.3416634347195475
1122,47,F,5,Graduate,Married,$80K - $120K,Blue,44,4,2,6,19493.423226916573,887,18606.423226916573,0.670120684685089,2287,37,2.588409500447125,0.29031832282660375
1123,52,F,2,High School,Single,Less than $40K,Blue,33,1,2,3,1438.3,0,1438.3,0.11781004262143746,4841,76,0.8364220013075281,0.2117036221021005
1124,40,F,2,Unknown,Single,Less than $40K,Silver,27,5,1,4,1438.3,0,1438.3,0.0,3513,51,1.610814471605536,0.3079959173634049
1125,53,F,4,Uneducated,Single,Less than $40K,Blue,45,3,1,6,13331.863771053973,1396,11935.863771053973,0.0,4543,57,1.1780771713457714,0.04616663052241436
1126,31,M,5,College,Single,Less than $40K,Blue,28,5,4,3,24280.71173747383,1596,22684.71173747383,1.8554753818527818,2754,60,0.0,0.9297118037624451
1127,42,F,2,High School,Married,Less than $40K,Blue,33,4,3,4,7426.999108039658,0,7426.999108039658,1.1585133189821848,8366,93,1.4568058200910907,0.16552308970135282
1128,36,F,3,High School,Single,$120K +,Blue,38,6,3,4,24740.873965805666,1753,22987.873965805666,0.0,5199,61,1.5780803665794902,0.0
1129,57,F,1,Unknown,Married,$40K - $60K,Blue,30,3,1,5,1438.3,956,482.29999999999995,0.0,1732,39,0.0,0.46212959365406503
1130,52,M,0,Doctorate,Married,Unknown,Blue,38,6,0,4,20241.977298049576,663,19578.977298049576,1.998899187236254,4533,56,0.0,0.3518955020960216
1131,43,M,3,Doctorate,Single,$60K - $80K,Silver,35,2,5,3,14951.352527679159,1703,13248.352527679159,1.7471706803785005,4053,69,0.9389631635366905,0.0
1132,49,M,2,Graduate,Married,$80K - $120K,Blue,49,3,2,4,1438.3,161,1277.3,0.0,7005,101,0.0,0.2563271492646919
1133,55,M,2,Unknown,Married,Unknown,Blue,41,5,1,6,4523.0751469718,570,3953.0751469717998,0.7881679273520308,2400,60,1.1222433877705211,0.5598573493094066
1134,64,M,4,Graduate,Married,$60K - $80K,Blue,44,5,1,2,14411.806453757197,1920,12491.806453757197,0.03688904991455477,1414,17,1.5187602976536156,0.12798742825875978
1135,40,F,4,Graduate,Single,Unknown,Blue,45,2,3,6,3968.1684949268365,717,3251.1684949268365,1.214749578988521,3631,65,0.669474729673623,0.2056885325806006
1136,63,F,2,Graduate,Single,$80K - $120K,Blue,26,3,0,0,1438.3,0,1438.3,1.395542890696489,2509,53,0.0,0.4209532705382804
1137,56,F,5,Unknown,Married,$40K - $60K,Silver,50,3,0,5,1438.3,0,1438.3,0.10916588016241635,7106,89,0.12370131437334181,0.0
1138,51,M,1,Uneducated,Single,$40K - $60K,Blue,45,2,6,5,3888.323915792849,836,3052.323915792849,2.029198952797177,2588,36,2.4090976142282328,0.0
1139,55,M,4,Graduate,Married,$40K - $60K,Blue,52,3,4,3,18724.325912344408,1962,16762.325912344408,0.0,4297,74,0.007092715088718893,0.11801094981346161
1140,47,F,1,Post-Graduate,Married,Less than $40K,Blue,29,4,6,4,11315.145532637853,0,11315.145532637853,3.233055642425449,4143,56,0.0,0.0
1141,50,F,0,Uneducated,Single,Unknown,Blue,24,3,0,4,16856.205320841895,0,16856.205320841895,0.0,4045,59,0.15582688165781639,0.0
1142,45,F,2,High School,Single,Less than $40K,Blue,56,4,5,3,9284.982807118562,514,8770.982807118562,0.09880315596917111,4150,59,0.6154259745554584,0.47091752089000555
1143,56,F,1,High School,Single,Less than $40K,Blue,44,4,4,0,12882.953413502073,144,12738.953413502073,0.09204074077672764,3500,50,1.4168752872105952,0.4186352830447515
1144,45,F,3,Uneducated,Single,$120K +,Blue,32,4,2,1,26696.265707463324,213,26483.265707463324,0.0,3572,59,2.7773937454697712,0.999
1145,43,F,3,Graduate,Single,Unknown,Blue,42,1,3,1,17724.43875903624,887,16837.43875903624,0.0,4716,59,2.1682594255167342,0.0
1146,44,F,1,Post-Graduate,Single,$40K - $60K,Blue,25,2,6,2,34516.0,1117,33399.0,0.0,1122,19,0.0,0.7288705041782242
1147,53,M,2,High School,Unknown,Unknown,Blue,32,3,2,2,21022.877430751687,1167,19855.877430751687,0.0,5069,51,0.7664427126321248,0.5051028944609307
1148,46,M,0,High School,Married,$40K - $60K,Silver,37,5,2,3,12613.274521217038,0,12613.274521217038,1.3892815918611396,1963,33,0.0,0.08942374871147438
1149,31,F,1,Graduate,Unknown,$40K - $60K,Blue,32,3,3,6,14842.815637073376,0,14842.815637073376,0.0,3505,100,0.0,0.0
1150,41,F,0,Unknown,Single,$80K - $120K,Blue,40,3,1,0,8800.766278981708,761,8039.766278981708,0.14274590811277799,2282,32,0.7791331594735529,0.8782661073896851
1151,36,F,4,High School,Married,Less than $40K,Blue,33,3,2,2,14239.591099713194,624,13615.591099713194,0.13659470807565166,7296,96,1.9468690874259962,0.0
1152,43,F,0,Uneducated,Married,Less than $40K,Silver,32,3,2,1,1438.3,1087,351.29999999999995,1.1329087636367445,3312,46,0.4412414468373405,0.07907481517667819
1153,42,M,1,Uneducated,Married,$60K - $80K,Blue,38,5,3,1,11956.47220734317,510,11446.47220734317,1.5223798803380082,4555,69,1.878474485048947,0.7278431733148414
